,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой газ самый лёгкий?,Водород,Кислород,Радон,Неон
1,"Что учитывается, когда хоккеиста называют лучшим бомбардиром?",Забитые голы и голевые передачи,Количество удалений,Силу удара по шайбе,Цвет формы
2,Как называется пазуха с венозной кровью?,Синус,Тангенс,Косинус,Котангенс
3,Кто открыл тайну трёх карт графине из «Пиковой дамы» А. С. Пушкина?,Сен-Жермен,Томас Воган,Казанова,Калиостро
4,Как называлась революционная организация Фиделя Кастро?,Движение 26 июля,Христианский народный союз за незавимость,Свобода или смерть,Социалистическая бригада им. Хосе Марти
5,На каком корабле произошло восстание против нарушения ленинских принципов советской властью?,"""Сторожевой""","""Стерегущий""","""Смелый""","""Строгий"""
6,Кто из физиков создал свою температурную шкалу позже остальных?,Кельвин,Фаренгейт,Цельсий,Реомюр
7,Какой из этих химических элементов не имеет аллотропных модификаций (образует только одно простое вещество)?,Калий,Фосфор,Кислород,Сера
8,Музыка какого французского композитора лежит в основе «Танца скелетов» Уолта Диснея?,Камиль Сен-Санс,Рейнальдо Ан,Морис Дюрюфле,Жак Оффенбах
9,"Кто заметил, что «На солнце отчётливы пятна, ожоги ушедшей любви...»?",Людмила Татьяничева,Инна Кашежева,Василиса Володина,Ольга Берггольц
