,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой чай считается традиционным в России?,черный,зеленый,белый,желтый
1,Чем контролировали время шахматистов до введения в 1883 году шахматных часов?,Песочные часы,Водяные часы,Солнечные часы,Секундомер
2,Как называется гибрид стерляди и белуги?,Бестер,Стебель,Стеб,Белуст
3,Кто из этих кандидатов в октябре 2016 года был избран генеральным секретарем ООН?,Антониу Гутерреш (Португалия),Ирина Бокова (Болгария),Срджан Керим (Македония),Хелен Кларк (Новая Зеландия)
4,Какой русский поэт и прозаик входил в число основоположников русского футуризма?,Велимир Хлебников,Иван Хемницер,Никифор Бегичев,Алексей Дмитриевский
5,Какой химический элемент был синтезирован в 1964 году в Дубне и первоначально назывался курчатовий?,резерфордий,дубний,эйнштейний,рутений
6,"Кто сыграл главную героиню в фильме ""Человек-амфибия""?",Анастасия Вертинская,Ольга Волкова,Наталия Гвоздикова,Людмила Максакова
7,Укажите годы жизни композитора М. П. Мусоргского.,1839–1881,1840–1893,1891–1953,1792–1856
8,"Какая из этих звезд находится в центре астеризма ""Зимний круг""?",Бетельгейзе,Сириус,Капелла,Альдебаран
9,"Про какого известного политика и дипломата писали: «... оттого так богат, что он всегда продавал всех тех, кто его покупал»?",Шарль Морис де Талейран-Перигор,Никколо Макиавелли,Шарль Гравье де Верженн,Франсуа Рене де Шатобриан
