,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто НЕ был героем мультфильма «Ледниковый период»?,медвежонок Умка,тигр Диего,мамонт Мэнни,ленивец Сид
1,"На какой карете, по мнению Максима Горького, никуда не уедешь?",Карете прошлого,Карете скорой помощи,Карете глупости,Карете лени
2,Какое соцветие имеет культурная кукуруза?,Метёлка,Корзинка,Колос,Кисть
3,Какой из этих флотов был создан первым?,Балтийский,Северный,Тихоокеанский,Черноморский
4,Каким по счету месяцем года был октябрь до реформы календаря при Юлии Цезаре?,8,9,12,11
5,"На какой улице Петербурга, по мнению Н.В. Гоголя, «человек менее эгоист»?",На Невском проспекте,На Литейной,На Мещанской,На Гороховой
6,"Как официально назывались документы делопроизводства, записи устных показаний в учреждениях России 17-18 вв.?",Сказки,Легенды,Былины,Календы
7,Какая птица имеет наибольшее количество перьев (больше 25000)?,Лебедь,Гага,Пингвин,Страус
8,Какого вида эмболии не существует?,Сывороточная,Жировая,Медикаментозная,Газовая
9,Какой из этих симптомов не входит в триаду Фалло?,Стеноз выходного отдела правого желудочка,Стеноз легочной артерии,Дефект межпредсердной перегородки,Гипертрофия правого желудочка сердца
