,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется полуостров, территорию которого делят Корейская Народно-Демократическая Республика и Республика Корея?",Корейский,Квантунский,Шаньдунский,Ляодунский
1,Что из перечисленного несъедобно?,Ляссе,Бриош,Эклер,Паxлава
2,Какой цвет отсутствует на флаге Бельгии?,Синий,Красный,Черный,Желтый
3,"Где находится частный музей «Гранд Макет Россия», самый большой макет нашей страны?",Санкт-Петербург,Москва,Калининград,Владивосток
4,Какие из этих организмов относятся к прокариотам? ,Археи,Микроводоросли,Грибы,Простейшие
5,Какой художник стал основателем Академии акварели?,Сергей Андрияка,Александр Шилов,Илья Глазунов,Никас Сафронов
6,Кто из мастеров биатлона стал трехкратным чемпионом на олимпиаде 2014 г. в Сочи?,Дарья Домрачева,Тура Бергер,Мартен Фуркад,Уле-Эйнар Бьорндален
7,Сколько атомов водорода в молекуле нафталина?,8,6,12,10
8,"Какую премию получил Хемингуэй за повесть ""Старик и море"" в 1953 г.?",Пулитцеровскую,Сервантеса,Нобелевскую,Пушкинскую
9,Какой из перечисленных горных массивов расположен не в Испании?,Сьерра-Невада-де-Санта-Марта,Монкайо,Урриэлес,Сьерра-де-Гвадаррама
