,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое дорожное кольцо существует в Москве?,Садовое,Парковое,Огородное,Скверное
1,Какую разменную монету гражданин России не найдёт в своём кошельке?,3 коп.,10 коп,5 коп.,1 коп.
2,Чьё имя носит парижский аэропорт?,Шарля де Голля,Джо Дассена,Виктора Гюго,Жана Франсуа Лаперуза
3,Как называется столица Парагвая?,Асунсьон,Луанда,Нассау,Бельмопан
4,С кем сражались Йорки во время войны Алой и Белой розы?,С Ланкастерами,С Плантагенетами,С Тюдорами,Со Стюартами
5,"Как в строительстве называют стержень, при помощи которого соединяются части деревянных конструкций?",Нагель,Кегель,Ригель,Цапфа
6,Кому из диадохов достался Египет при разделе сатрапий после смерти Александра Македонского в 332 г. до н. э.?,Птолемею,Селевку,Пердикке,Лисимаху
7,По чьему предложению в 1910 г. было принято решение о ежегодном праздновании Международного женского дня (8 марта)?,К. Цеткин,А. Коллонтай,Р. Люксембург,Ж. Маркс
8,Близ какого австрийского города родился Арнольд Шварценеггер?,Грац,Линц,Зальцбург,Инсбрук
9,"Японская танка - нерифмованное пятистишие, состоящее из строго определенного количества слогов. Какого именно?",31,30,29,32
