,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется роман Умберто Эко?,«Имя розы»,«Фамилия тюльпана»,«Отчество нарцисса»,«Возраст гладиолуса»
1,Что такое снедь?,Еда,Игрушка,Пряжа,Напиток
2,"«Море, ты слышишь море, твоим...» - кем хотел стать лирический герой песни из фильма «Свистать всех наверх»?",Матросом,Капитаном,Боцманом,Юнгой
3,Какой российский юморист-сатирик задержал Новый год в 1991 году?,Михаил Задорнов,Михаил Жванецкий,Леонид Якубович,Владимир Жириновский
4,После фильма какого итальянского режиссёра вошло в обиход слово «папарацци»?,Федерико Феллини,Эдуардо де Филиппо,Витторио де Сика,Альберто Сорди
5,Каких птиц орнитологи делят на экологические расы?,Кукушек,Тетеревов,Скворцов,Соловьёв
6,"Какого графа будили словами ""Вставайте, граф, вас ждут великие дела!""?",Сен-Симона,Сен-Поля,Сен-При,Сен-Жермена
7,Из одного грамма какого химического элемента можно вытянуть проволоку длиною в 2 километра?,Au,Pb,Al,Ag
8,Какая страна является родиной волнистого попугая?,Австралия,Юго-Восточная Азия,Южная Америка,Африка
9,"Какая из старших муз древнегреческой мифологии, согласно Плутарху, покровительствовала сфере неподвижных звезд?",Гипата,Аэда,Нэта,Меса
