,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что изучает метеорология?,Атмосферу,Гидросферу,Литосферу,Ядро Земли
1,Какая из этих актрис сыграла Катю в мелодраме «Москва слезам не верит»?,Вера Алентова,Лариса Голубкина,Нонна Мордюкова,Светлана Светличная
2,"Какое слово, придуманное Джонатаном Свифтом, вошло в  языки мира?",Лилипут,Бробдингнег,Гуигнгнм,Струльдбруг
3,Что используют при проверке герметичности соединения газовой плиты с магистралью или баллоном?,мыло,йод,зубную пасту,лак для волос
4,Кому из этих мастеров пера принадлежит произведение «Кукольный дом»?,Г. Ибсен,Р. Киплинг,А. Франс,М. Метерлинк
5,Какой век в России называют «бунташным веком»?,XVII,XVI,XVIII,XV
6,Какое морское сражение послужило поводом для Великобритании и Франции к вступлению в Крымскую войну на стороне Османской империи?,Синопское сражение,Керченское сражение,Бой у мыса Сарыч,Чесменское сражение
7,Какое из этих утверждений о церкви Вознесения Господня в Коломенском неверно?,Была разрушена во время Великой Отечественной войны,Является первым каменным шатровым храмом в России,Расположена на правом берегу Москвы-реки,Построена во время правления Василия III
8,"Кто из этих знаменитых немецких биатлонистов представлял ФРГ, а не ГДР?",Петер Ангерер,Франк Ульрих,Франк-Петер Рёч,Матиас Якоб
9,Каким балетом закончила свою карьеру Галина Уланова?,"""Шопениана""","""Жизель""","""Эсмеральда""","""Щелкунчик"""
