,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называли низкосортную, дешёвую колбасу?",«собачья радость»,«крокодиловы слёзы»,«телячьи нежности»,«лебединая песня»
1,Какие партии представлены в парламентах нескольких европейских стран?,Пиратские,Разбойничьи,Бандитские,Браконьерские
2,"Как называют съедобные грибы, появляющиеся в конце июня — начале июля, когда вырастает рожь?",колосовики,травники,рожняки,полевки
3,Какие упражнения в женской спортивной гимнастике выполняются под музыку?,Вольные упражнения ,На бревне,Опорный прыжок,На брусьях
4,Какой химический элемент был впервые получен из морских водорослей?,Йод,Сера,Калий,Фосфор
5,Когда в Японии появился первый император?,660 г. до н. э.,400 г. н. э.,1198 г. до н. э.,1611 г. н. э.
6,Какая из этих шахматисток стала первым чемпионом мира в 1927 году? ,Вера Менчик,Людмила Руденко,Ольга Рубцова,Елизавета Быкова
7,Кто из этих Голицыных сконструировал сейсмограф?,Борис Борисович,Василий Васильевич,Николай Дмитриевич,Дмитрий Владимирович
8,Какой царской шапки нет в коллекции Оружейной палаты?,Шапка Владимирская,Шапка Алтабасная,Шапка Казанская,Шапка Астраханская
9,Назовите год официального открытия Панамского канала?,1920,1910,1901,1914
