,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,К какому типу ткани относится кровь?,Соединительная,Мышечная,Нервная,Эпителиальная
1,Где проходят подготовку к полетам российские космонавты?,Звездный городок,Солнечный городок,Космический городок,Планетный городок
2,"Кто был вторым человеком в мире, совершившим орбитальный космический полёт?",Г. Титов,Ю. Гагарин,А. Леонов,В. Терешкова
3,Что в романе «Золотой телёнок» разбогатевший Остап Бендер подарил Козлевичу?,Маслопроводный шланг,Карданный вал,Глушитель,Бензобак
4,На каком континенте рубин не встречается?,Антарктида,Африка,Северная Америка,Евразия
5,"Какая опера Джузеппе Верди была написана на сюжет романа Дюма-сына ""Дама с камелиями""?",Травиата,Риголетто,Трубадур,Луиза Миллер
6,В каком веке христианство раскололось на православие и католицизм?,В 11 веке,В 10 веке,В 9 веке,В 12 веке
7,Кто был первым императором Японской империи?,Дзимму,Суйдзэй,Итоку,Аннэй
8,Какая река образуется от слияния рек Ка-Хем и Бий-Хем?,Енисей,Обь,Лена,Амур
9,"Кому принадлежат слова: «Что делала Россия в своей политике, как не служила Европе гораздо более, чем себе самой»?",Достоевский,Пушкин,Чернышевский,Гончаров
