,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Куда собирался сесть медведь, чтобы съесть пирожок, испеченный Машей?",на пенек,на пол,на велосипед,на диету
1,"Кем был каждый из жителей страны, где побывал Джельсомино?",Лжец,Врун,Враль,Лгун
2,Что Сальери — герой пушкинских «Маленьких трагедий» подразумевает под словами «дар Изоры»?,Яд,Вдохновение,Талисман,Партитуру
3,"У какого режиссера не снималась знаменитая троица — Вицин, Никулин, Моргунов?",у Георгия Данелии,у Евгения Карелова,у Леонида Гайдая,у Эльдара Рязанова
4,Что означает слово аллегри?,Вид лотереи,Вид бактерий,Темп в музыке,Быстрый итальянский танец
5,Какой писатель занимал пост вице-губернатора Рязани?,М. Е. Салтыков-Щедрин,М. Горький,Н. А. Некрасов,Н. Г. Чернышевский
6,"На каком острове находятся около 8 тысяч нурагов — мегалитических башен, сложенных из многотонных блоков?",Сардиния,Пальмария,Тино,Сицилия
7,В каком году царствующая королевская династия Великобритании стала называться Виндзорской?,1917,1945,1812,1939
8,Какой из перечисленных минералов назван в честь известного литератора или музыканта?,Гётит,Высоцкит,Сервантит,Вагнерит
9,Гигантские вирусы какого рода являются самыми крупными в природе?,Pithovirus,Mollivirus,Pandoravirus,Cedratvirus
