,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Бутылку чего разбивают при спуске корабля на воду?,Шампанского,Рома,Пива,Водки
1,За кого вышла замуж Муха-цокотуха?,за комара,за паука,за шмеля,за овода
2,"Кто автор песни ""Летний дождь""?",Игорь Тальков,Игорь Корнелюк,Олег Газманов,Александр Шаганов
3,Какой город является столицей Боснии и Герцеговины?,Сараево,Люблин,Белград,Кошице
4,С помощью минимального количества каких фигур в шахматах нельзя поставить мат одинокому королю?,Два коня,Два слона,Две ладьи,Конь и слон
5,Какая атомная подводная лодка получила в ВМФ прозвище Хиросима?,К-19,"""Борей""","""Курск""","""Комсомолец"""
6,Сколько позвонков в позвоночнике человека?,32-34,26-28,29-31,35-37
7,К какому роду семейства кошачьих относится ягуарунди?,Пумы,Мраморные кошки,Пантеры,Дымчатые леопарды
8,Портрет какого российского правителя хранится во флорентийской галерее Уффици?,Петр I,Павел I,Елизавета Петровна,Иван Грозный
9,Как звучит национальный девиз Аргентины?,«В союзе и свободе»,«Свобода и порядок»,"«Бог, Родина и свобода»",«Единство и свобода»
