,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком году родился А.С.Пушкин?,1799,1999,1099,1899
1,Какой штат есть в США?,Мэн,Вумэн,Бенс,Анкл
2,Как в старину назывался город Токио?,Эдо,Киото,Осико,Хокку
3,В какой стране стоит известный памятник «Воину-освободителю» скульптора Вучетича?,Германия,Австрия,Болгария,Чехия
4,Какой фобией страдали два великих писателя — Ф. М. Достоевский и Н. В. Гоголь?,Боязнь летаргии,Боязнь отравления,Боязнь высоты,Боязнь снохождения
5,Какая историческая область находилась на балканском полуострове?,Иллирия,Фригия,Киликия,Моав
6,Какие птицы использовались в Древнем Риме для доставки писем на большие расстояния?,Ласточки,Голуби,Стрижи,Синицы
7,Чему равен один британский ярд?,91.44 см,91.50 см,100 см,90 см
8,На  каком Чемпионате мира по футболу были введены жёлтые  и красные карточки?,"1970 г., Мексика","1934 г., Италия","1966 г., Англия","1954 г., Швейцария"
9,В верховьях какой реки расположено Озеро Джека Лондона?,Колыма,Колорадо,Юкон,Ангара
