,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто является исполнителем композиции «Белая река»?,Юрий Шевчук,Надежда Бабкина,Борис Гребенщиков,Алла Пугачева
1,С кем соревнуются участники большинства конкурсов проекта «Большие гонки»?,С быками,С волками,С львами,С тиграми
2,На флаге какого города есть изображение огнестрельного и холодного оружия?,Тула,Томск,Тамбов,Тверь
3,"Как называется игра, практикуемая на тренировке футболистами?",Квадрат,Ромб,Трапеция,Куб
4,Через какую из этих стран проходит Гринвичский меридиан?,Испания,Германия,Португалия,Польша
5,"Что имеют в виду, когда говорят, что космонавты «леонят»?",Работают в открытом космосе,Сдают предполётный экзамен,Проводят эксперименты на орбите,Выходят на связь с землёй
6,Волны какого типа преобладают в реликтовом излучении вселенной?,Микроволны,Рентгеновские волны,Радиоволны,Гамма-волны
7,Укажите годы жизни Карла Маркса,1818-1883,1870-1924,1896-1974,1820-1895
8,"Кто из персонажей американских сериалов определял себя как «холистический» детектив, расследуя дело, лишь следуя за обстоятельствами?",Дирк Джентли («Детективное агентство Дирка Джентли»),Эдриан Монк («Детектив Монк»),Дэвид Эддисон («Детективное агентство „Лунный свет“»),Томми Салливан («Следствие по телу»)
9,Сколько из 12 правивших монархов династии Стюартов погибли насильственной смертью?,Шестеро,Четверо,Восемь,Двое
