,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как продолжить строчку известной песни: «Не надо печалиться, вся жизнь впереди…»?",надейся и жди,налей да иди,крути бигуди,меня проводи
1,"Где произошло последнее сражение Наполеона, окончательно решившее его судьбу?",Ватерлоо,Аустерлиц,Бородино,Трафальгар
2,Какая игральная карта на Руси именовалась «холопом»?,валет,король,туз,шестёрка
3,Жанр японской поэзии называется:,Танка,Тамга,Нэцкэ,Мантра
4,"В какой области Нобелевская премия самая ""весомая"" в денежном выражении?",Ни в какой,Литература,Физика,Химия
5,Кто написал оперу «Черевички»?,П. И. Чайковский,М. А. Балакирев,М. П. Мусоргский,Н. А. Римский-Корсаков
6,Кто из этих итальянских композиторов родился позже остальных?,Пьетро Масканьи,Джузеппе Верди,Винченцо Беллини,Джакомо Пуччини
7,На что в Англии существовал налог с 1696 по 1851 год?,На окна,На двери,На крыльцо,На ворота
8,"О каком канцлере Российской империи Отто фон Бисмарк сказал: «Он, как всегда, с улыбкой примадонны на устах и с ледяным компрессом на сердце»?",А. М. Горчаков,В. П. Кочубей,К. В. Нессельроде,Н. П. Румянцев
9,"Какое название получила территория на Украине, куда российское правительство переселило балканских славян для формирования гусарских полков?",Новая Сербия,Новая Македония,Новая Хорватия,Новая Славяния
