,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называлось эротическое ток-шоу на канале НТВ?,"""Про это""","""А ну-ка девушки!""","""Это Вы можете""","""Я сама"""
1,Что из перечисленного не входит в мораль сказки Пушкина о Золотом петушке?,Зарок,Урок,Намек,Ложь
2,"Кто из этих уважаемых древних римлян непрестанно повторял в сенате: ""Карфаген должен быть разрушен""?",Катон,Сципион,Овидий,Сенека
3,"Какая часть отсутствует в кинотрилогии Кшиштофа Кеслёвского ""Три цвета""?","""зеленый""","""синий""","""белый""","""красный"""
4,Кто командовал Парадом Победы 24 июня 1945 года?,Рокоссовский,Василевский,Конев,Жуков
5,Кто из конкистадоров покорил империю инков?,Франсиско Писарро,Франсиско де Орельяна,Васко Нуньес де Бальбоа,Эрнан Кортес
6,До какого года по Красной площади в Москве ходили трамваи?,1930,1934,1917,1927
7,Что описывает закон Бойля — Мариотта?,Газы под давлением,Ускорения,Гравитацию,Магнитную индукцию
8,"Как звали боярыню Морозову, которой посвящена картина В. Сурикова?",Феодосия,Анастасия,Ефросиния,Пелагея
9,Кто из этих мифических персонажей не был ребенком великана Тифона?,Эхидна,Гидра,Цербер,Химера
