,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется один из музыкальных символов?,Скрипичный ключ,Флейтовый ключ,Пианинный ключ,Арфовый ключ
1,Кто из перечисленных не космонавт?,Рогов,Зудов,Ляxов,Демин
2,Чему равен объем 1 моля любого газа при нормальных условиях?,"22,4 л","6,02 л","3,14 л",107 л
3,У какой рыбы черная икра?,Калуга,Камбала,Щука,Судак
4,Столицей какого государства является город Богота?,Колумбия,Венесуэла,Суринам,Перу
5,Какому человеческому органу поставили памятник в испанском городе Баллоне?,Печени,Сердцу,Лёгким,Мозгу
6,"Двигатели какой фирмы стояли на болидах конюшни Формулы-1 ""Ред Булл"" сезона 2013-14 г.?",Рено,Мерседес,Хонда,Феррари
7,Какая единица вместимости меньше остальных трех?,Четверть русская для жидкостей,Галлон США для жидкостей,Галлон США для сыпучих тел,Галлон английский
8,Какое современное государство не входило в состав Британской Индии?,Шри-Ланка,Мьянма,Бангладеш,Пакистан
9,При каком французском монархе началось строительство Собора Парижской Богоматери?,Людовик VII,Карл IX,Карл VII,Людовик IX
