,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Про какой день, по словам Лермонтова, ""недаром помнит вся Россия""?",День Бородина,День взятия Бастилии,День революции,День милиции
1,В каком из перечисленных спектаклей все женские роли играют мужчины?,"""Служанки""","""Чайка""","""Гамлет""","""На дне"""
2,Кого из этих помещиков Чичиков посетил первым?,Манилов,Собакевич,Коробочка,Плюшкин
3,В каком году постановлением Верховного Совета России город на Неве вновь стал называться Санкт-Петербургом?,1991,1990,1985,1917
4,Как называлась река забвения в древнегреческом царстве мертвых?,Лета,Харон,Аид,Рубикон
5,В армии какой страны в XVII веке появились шпицрутены?,Швеция,Англия,Нидерланды,Россия
6,Чье имя носила военно-политическая академия Вооруженных Сил СССР?,В. И. Ленин,А. С. Щербаков,В. К. Блюхер,Л. З. Мехлис
7,Как в старину называлась английская монета в 1/4 пенни?,Фартинг,Полукрона,Шиллинг,Крона
8,Кому из этих персонажей оперы В. Моцарта «Похищение из сераля» Констанца отвечала взаимностью?,Бельмонт,Осмин,Селим,Педрилло
9,"Как, согласно словарю В. И. Даля, называют неуклюжего человека?",Дадон,Салтан,Гвидон,Бова
