,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто подарил детям советника Штальбаума сказочный замок с движущимися кавалерами и дамами в сказке ""Щелкунчик и Мышиный король""?",Крестный Дроссельмейер,Мышиный король,Советник Штальбаум,Щелкунчик
1,"Какой подсказки нет в русской версии телевизионной игры ""Кто хочет стать миллионером?""",Помощь интернета,Звонок другу,50 на 50,Право на ошибку
2,"В каком советском мультфильме звучит фраза: «Так у вас и собака есть… Ну ничего, я сделаю из неё человека!»?",«Карлсон вернулся»,«Жил-был пёс»,«Каникулы в Простоквашино»,«Котёнок по имени Гав»
3,Что в старину означало слово «ширинка»?,Платок,Скатерть,Цветок,Флажок
4,В каком танке самый большой боекомплект?,Т34,Т62,Т80,Т64
5,"Кому из великих кутюрье принадлежат слова «Для того, чтобы быть красивой, женщине достаточно иметь чёрный свитер, чёрную юбку и идти под руку с мужчиной, которого она любит»?",Ив Сен-Лоран,Коко Шанель,Чарльз Фредерик Уорт,Карл Лагерфельд
6,Какой титул получил Сергей Юльевич Витте после заключения Портсмутского мира 1905 года?,Граф,Барон,Князь,Остался без титула
7,Фильма с каким названием не существует?,"""2001""","""1984""","""1992""","""2012"""
8,Какую свою функцию утрачивают деньги при достижении баланса товарной и денежной массы?,Мера стоимости,Мировые деньги,Средство платежа,Средство обращения
9,"Какое событие, по мнению учёных, привело к возникновению гравитационной волны, обнаруженной обсерваторией LIGO 14 сентября 2015 года?",Слияние двух чёрных дыр,Коллапс массивной звезды в чёрную дыру,Столкновение двух галактик,Рождение сверхновой звезды
