,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто из бардов пел: ""Жираф большой — ему видней""?",В. Высоцкий,В. Цой,В. Бутусов,Б. Окуджава
1,"Без приобретения какого статуса невозможно сыграть в составе команды телезрителей против знатоков ""Что? Где? Когда?""",Автор вопроса,Энтузиаст,Победитель-гонщик,Завсегдатай
2,"Какие животные, согласно ""Илиаде"", содержались в стойлах царя Авгия, которые очистил Геракл?",Быки,Лошади,Единороги,Овцы
3,Какие из этих брюк были специально разработаны для светской верховой езды?,Бриджи,Гольф,Бричес,Галифе
4,Как иначе собаководы называют мраморного дога?,Арлекин,Пьеро,Полишинель,Коломбина
5,"Как закончить слова мастера о любви: ""Так поражает молния, так поражает...""(""Мастер и Маргарита"")?",Финский нож,Индийский чай,Американский пирог,Итальянский полдень
6,Кто являлся главой государства во время визита королевы Великобритании Елизаветы II в Россию?,Ельцин,Путин,Медведев,Горбачёв
7,"Какие мифические существа, по мнению Еврипида, охраняли пуп Земли?",Горгоны,Сцилла и Харибда,Стимфалийские птицы,Мойры
8,"«И будет этот взгляд и эта прелесть тела к ней равнодушное потомство привлекать. Уча его любить, страдать, прощать, молчать». О каком портрете Б. Боровиковского так писал Я. Полонский?",М. И. Лопухиной,Неизвестной в голубой шали,Е. А. Нарышкиной,Е. Н. Арсеньевой
9,Какой игрок в официальном рейтинге Международной ассоциации клубов «Что? Где? Когда?» служит точкой отсчёта числа F — аналога чисел Бэйкона и Эрдёши?,Антон Снятковский,Александр Либер,Виталий Фёдоров,Александр Друзь
