,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое слово общее в названии некоторых частей речи?,имя,фамилия,псевдоним,отчество
1,Название какой из этих монет произошло от имени монарха?,Луидор,Соверен,Гинея,Дублон
2,"У какого изобретателя есть своя звезда на Голливудской ""Аллее славы""?",Томас Эдисон,Стив Джобс,Владимир Зворыкин,Никола Тесла
3,Как по-французски звучит выражение «Зажми нос»?,Пенсне,Монокль,Лорнет,Окуляр
4,Каким из этих грибов может вызвать отравление при употреблении с алкогольными напитками?,Навозник,Шии-таке,Дождевик,Гриб-зонтик
5,На какой публичной площадке Москвы выступали поэты-шестидесятники?,Большая аудитория Политехнического музея,"Сад ""Эрмитаж""",ЦПКиО им. Горького,"Парк ""Сокольники"""
6,Сколько эмиратов в составе государства Объединенные Арабские Эмираты?,7,8,9,6
7,"Фамилия какого художника дала название знаменитой коллекции платьев, созданной Ивом Сен-Лораном?",Пита Мондриана,Пабло Пикассо,Поля Гогена,Густава Климта
8,"Какой игрок ФК «Наполи» 23 декабря 2017 года побил рекорд Диего Марадоны по числу голов, забитых за неаполитанский клуб?",Марек Гамшик,Лоренцо Инсинье,Дрис Мертенс,Хосе Кальехон
9,"Какое произведение Олеся Гончара было запрещено в СССР, а уже напечатанный тираж конфискован?","""Собор""","""Человек и оружие""","""Знаменосцы""","""Тронка"""
