,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чего в живой клетке больше?,Воды,Белков,Жиров,Углеводов
1,С какой женщиной связана классическая история любви рыцаря Тристана?,Изольда,Кармен,Джульетта,Эвридика
2,В каком из этих фильмов не снимался Брюс Уиллис?,Двойник,Шакал,Крепкий Орешек,Герой-одиночка
3,Какая компания придумала копировальное устройство по принципу сухой печати?,Xerox,Canon,Polycom,Samsung
4,Какой мост есть в Одессе?,Тёщин,Воронцовский,Чёртов,Кузнецкий
5,Могила какого полководца находится в Казанском соборе Санкт-Петербурга?,М.И.Кутузова,М.Б. Барклая-де-Толли,А.В.Суворова,П.И.Багратиона
6,"Кто стал первым кавалером Ордена Суворова 1-й степени, учрежденного в 1942 году?",Жуков Г.К.,Малиновский Р.Я.,Рыбалко П.С.,Рокоссовский К.К
7,В каком году была московская олимпиада?,Обезьяны,Крысы,Дракона,Петуха
8,На территории какой страны археологи находили самые ранние колеса?,Румыния,Сирия,Иран,Китай
9,"Чья супруга являлась, по одной из версий, натурщицей для Статуи Свободы?",Исаака Зингера,Сэмюэла Клеменса,Бенджамина Франклина,Эрнеста Резерфорда
