,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто написал пьесу ""Дядя Ваня""?",Антон Чеxов,Николай Гоголь,Ваxтанг Кикабидзе,Николай Островский
1,Какой из этих городов является столицей государства?,Оттава,Кейптаун,Сидней,Алма-Ата
2,В какой области находится Великий Устюг — родина Деда Мороза?,Вологодской,Архангельской,Псковской,Новгородской
3,Какого цвета нет на государственном флаге Кубы?,зелёного,белого,красного,синего
4,Какой сценический псевдоним был у клоуна И. Асмус?,Ириска,Бубенчик,Гладиолус,Барбариска
5,Что представляет собой завтрак аристократа на одноимённой картине Павла Федотова?,чёрный хлеб,шампанское,булку с икрой,яичницу
6," В каком городе есть танцующий дом, построенный по проекту архитекторов канадца Фрэнка Гери и хорвата Владо Милунича?",Прага,Загреб,Варшава,Оттава
7,С именем какого первого секретаря ЦК Компартии Белоруссии связывают расцвет республики в составе СССР?,Петр Машеров,Кирилл Мазуров,Тихон Киселев,Николай Патоличев
8,На играх в каком городе хоккей дебютировал как олимпийский вид спорта?,Антверпен,Гармиш-Партенкирхен,Санкт-Мориц,Кортина-д’Ампеццо
9,"Древние египтяне полагали, что у этой птицы нет мужского пола, а самки способны зачать от ветра?",Коршун,Голубь,Орел,Чайка
