,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется растение с мощным стеблем, обжигающее при касании?",«Борщевик»,«Супник»,«Харчовник»,«Бульонник»
1,Как называется российский военно-морской флаг?,Андреевский,СВ ВС,МСВ,СВР
2,В каком древнерусском городе существовала демократическая форма правления?,Новгород,Тверь,Рязань,Москва
3,Памятник какому великому князю изображён на тысячерублёвой банкноте РФ?,Ярославу Мудрому,Дмитрию Донскому,Владимиру Мономаху,Александру Невскому
4,Какую из этих программ НЕ вел Андрей Макаревич?,«Умницы и умники»,«Подводный мир»,«Смак»,«Абажур»
5,Когда родился Сергей Есенин?,3 октября,3 ноября,3 сентября,3 декабря
6,"Как называется внутренняя часть Земли, включающая ядро и промежуточную оболочку, или мантию?",Барисфера,Нуклеосфера,Гипосфера,Протосфера
7,Территория какого античного государства занимало большую часть современной Турции?,Лидия,Мидия,Каппадокия,Киликия
8,Где происходит вручение цирковой премии «Золотой клоун»?,Монте-Карло,Амстердам,Вена,Брюссель
9,В каком городе располагался госпиталь М. А. Булгакова во время Брусиловского прорыва русских войск в 1916 году?,Черновцы,Винница,Сторожинец,Могилев-Подольский
