,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали шведскую писательницу Линдгрен?,Астрид,Эстер,Агнес,Зигрид
1,Как зовут сову Гарри Поттера?,Букля,Шмакля,Рвакля,Дакля
2,"Перу какого из этих нобелевских лауреатов принадлежит роман ""Камо грядеши""?",Г. Сенкевич,А. Жид,Г. Гессе,Т. Манн
3,Какой турнир Большого Шлема по теннису проводится позже других в сезоне?,Открытый чемпионат США,Открытый чемпионат Австралии,Уимблдон,Ролан Гаррос
4,Какой город Золотого кольца России недавно признан родиной Снегурочки?,Кострома,Ярославль,Владимир,Сергиев Посад
5,Какой из этих гормонов синтезируется не в щитовидной железе?,Паратгормон,Трийодтиронин,Тироксин,Кальцитонин
6,"После какого съезда КПСС тело И. В. Сталина было вынесено из мавзолея и предано земле, а также были переименованы города и объекты в СССР, названные в честь Сталина?",XXII,XXI,XXIII,XX
7,Как называлась последняя картина Ван Гога?,«Пшеничное поле с воронами»,«Звездная ночь»,«Автопортрет с отрезанным ухом и трубкой»,«Церковь в Овере»
8,В каком из этих фильмов Людмила Гурченко исполняет песню вместе с Марком Бернесом?,«Звёзды встречаются в Москве»,«Девушка с гитарой»,«Укротители велосипедов»,«Человек ниоткуда»
9,Какой из перечисленных ферментов обладает наибольшей активностью?,Супероксиддисмутаза,Лакказа,Церулоплазмин,Глюкозооксидаза
