,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто из известных литературных персонажей создал «Союз меча и орала»?,Остап Бендер,Евгений Базаров,Кащей Бессмертный,Родион Раскольников
1,"Где побывал официальный мяч чемпионата мира по футболу 2018 года, который был задействован в матче открытия турнира?",В космосе,На вершине Эвереста,На дне озера Байкал,На Северном полюсе
2,Как называют натуральную оболочку колбасных изделий?,синюга,белуга,краснуха,зеленуха
3,Кого из членов Совнаркома РСФСР изобретатель Лев Термен учил играть на терменвоксе?,В. И. Ленин,И. В. Сталин,А. В. Луначарский,Л. Д. Троцкий
4,Чьей сестрой не была богиня победы Ника?,Справедливость,Мощь,Власть,Зависть
5,"Что такое слово ""спаниель"" по отношению к слову ""апельсин""?",Анаграмма,Идиома,Омоним,Палиндром
6,Кто из этих анархистов выдвинул тезис «Собственность — это кража»?,Прудон,Бакунин,Штирнер,Кропоткин
7,Что из перечисленного относится к химической группе аэрогенов?,Благородные газы,Лантаноиды,Элементы группы кислорода,Металлы
8,"Какой чертёжный инструмент можно увидеть на гравюре Уильяма Блейка ""Великий архитектор""?",Циркуль,Линейку,Транспортир,Лекало
9,Цитата из какой пьесы Уильяма Шекспира стала заголовком книги «Зима тревоги нашей» — последнего романа американского писателя Джона Стейнбека?,«Ричард III»,«Ричард II»,«Генрих VI»,«Генрих IV»
