,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Из какого мяса изготавливается бекон?,Свинина,Говядина,Курятина,Баранина
1,Какую из этих телепрограмм вёл Андрей Макаревич?,«Смак»,«Впрок»,«Без рецепта»,«Пальчики оближешь»
2,Какое утверждение в отношении современного Исаакиевского собора Санкт-Петербурга неверно?,Находится на Сенатской площади,Автор проекта — Монферран,Купол увенчан крестом,Фасады украшены колоннами
3,Какой литературный герой известен как Рыцарь печального образа?,Дон Кихот,Командор,Айвенго,Вертер
4,Кто в итальянской комедии дель арте был трусом и хвастуном?,Капитан,Панталоне,Бригелла,Арлекин
5,С какой из этих стран Чехия не граничит?,Венгрия,Австрия,Германия,Польша
6,Кто автор фразы: «На следующей неделе кризиса быть не может. В моём расписании уже нет места»?,Генри Киссинджер,Лев Троцкий,Сэр Энтони Иден,Вальтер Шелленберг
7,Кто командовал римскими войсками в битве при Каннах?,Теренций Варрон,Квинт Серторий,Публий Сципион,Публий Ситтий
8,Кто из советских легкоатлетов-высотников был последним рекордсменом мира в прыжках в высоту?,И. Паклин,В. Ященко,Р. Поварницын,Г. Авдеенко
9,"Какое из этих названий не относится к секте, выделившейся из религиозного течения молокан в середине XIX века?",Скакуны,Прыгуны,Сопуны,Трясуны
