,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что такое анархия, если верить старому лозунгу?",Мать порядка,Дочь разума,Раба любви,Сестра таланта
1,"Как называется пучок света, освещающий дорогу на расстоянии до 150 м перед транспортным средством?",Дальний свет,Ближний свет,Противотуманки,Ходовые огни
2,Как называется страда по уборке сахарного тростника?,Сафра,Сафари,Кочинос,Барбудос
3,Со сколькими странами граничит США (включая морские границы)?,3,4,2,5
4,На какое желание был потрачен седьмой лепесток в сказке «Цветик Семицветик»?,Выздоровление Вити,Сладости,Игрушки,Восстановление вазы
5,При каком израильском царе Иерусалим жил в эпоху наивысшего расцвета и могущества?,Соломон,Саул,Давид,Ихезкель
6,"Кто написал музыку к кинофильму ""Романс о влюблённых""?",Александр Градский,Максим Дунаевский,Александр Журбин,Эдуард Артемьев
7,"Какую привычку футболиста Хави осуждали болельщики, когда каталонец выступал в составе сборной Испании?",подворачивать гетры,не заправлять футболку,не завязывать шорты,играть в разноцветных бутсах
8,"Какая фигура в игре шатрандж, непосредственном предшественнике шахмат, могла, подобно коню, перепрыгивать через чужие фигуры?",Слон,Король,Ладья,Ферзь
9,"Название какой звезды земного небосвода в переводе с арабского означает ""нога""?",Ригель,Хадар,Денеб,Шаула
