,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На берегу какого моря находится город Сочи?,Черное,Красное,Желтое,Белое
1,Каких разрядов местоимений в русском языке не существует?,Поступательные,Возвратные,Притяжательные,Вопросительные
2,В каком имении А.С. Пушкину довелось провести три плодотворные осени?,Болдино,Михайловское,Суйда,Тригорское
3,Какая рыба считается самой быстрой в мире?,Парусник,Голубой марлин,Тунец,Лосось
4,Как звали собаку-ищейку в романе «Мастер и Маргарита» М. Булгакова?,Тузбубен,Рекс,Валет,Шарик
5,Сколько рассказов о Шерлоке Холмсе написал Артур Конан Дойль?,56,26,46,36
6,Сколько существует основных единиц Международной системы измерений (СИ)?,7,8,9,6
7,Что из перечисленного называется настоящим орехом в ботанике?,Фундук,Кокос,Арахис,Кедровый орех
8,Какой финикийский город Александр Македонский осаждал дольше всего?,Тир,Сидон,Триполи,Библ
9,В каком регионе персидской империи Александра Македонского впервые провозгласили богом?,Египет,Финикия,Месопотамия,Иудея
