,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Купюры какого достоинства не было во время хождения дензнаков образца 1961 года?,Двадцать рублей,Пять рублей,Три рубля,Двадцать пять рублей
1,"Какая телепрограмма представляет себя как ""интеллектуальное казино""?",«Что? Где? Когда?»,«Своя игра»,«Поле Чудес»,«Брейн-Ринг»
2,Какое геометрическое тело образуется при вращении прямоугольного треугольника вокруг одного из катетов?,конус,пирамида,шар,цилиндр
3,Автор какого произведения НЕ носил фамилию Некрасов?,«Пугачёв»,"«Мороз, Красный Нос»",«В окопах Сталинграда»,«Приключения капитана Врунгеля»
4,"Кто написал фантастическую повесть ""Малыш""?",А. и Б. Стругацкие,А. Азимов,А. Бестер,К. Саймак
5,"В какой области преуспел сын С. Есенина, Константин?",Футбольная статистика,Архитектура,История,Поэзия
6,Какая система счисления используется в грузинском языке как исторически сложившаяся норма?,Двадцатеричная,Десятичная,Восьмеричная,Шестнадцатеричная
7,"Где действовали суровые законы, получившие впоследствии название ""драконовские""?",Древние Афины,Древний Египет,Древний Рим,Шумер
8,"Что такое «Геркулесова болезнь» или «божественная болезнь» (в переводе с древнегреческого «схваченный», «застигнутый»)?",Эпилепсия,Подагра,Паралич,Парез
9,Критик Яблоновский называл Есенина колокольчиком подвешенным на ...,Шею советского осла,Древо мировой культуры,Ворота Храма поэзии,Сбрую Пегаса
