,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как зовут персонажа мультсериала «Чип и Дейл спешат на помощь»?,Гаечка,Шпунтик,Шурупчик,Винтик
1,Где зародилась жизнь на Земле?,В океане,В горах,В атмосфере,В горячих гейзерах
2,Как называют мужа свояченицы?,Свояк,Шурин,Кум,Деверь
3,Что в переводе с латинского означает юридический термин «алиби»?,В другом месте,Двойная защита,Невиновность,Отсутствие
4,"Как называется болезнь, вызванная отравлением метилртутью?",Минамата,Кэнэвэна,Тея-Сакса,Моямоя
5,"Кто сыграл роль Леля в фильме ""Снегурочка""?",Евгений Жариков,Евгений Киндинов,Борис Химичев,Борис Хмельницкий
6,Куда отправил Пушкина новороссийский губернатор Воронцов в мае 1824 года?,Бороться с саранчой,Бороться с эпидемией холеры,Изучать фольклор в Крыму,В ссылку
7,Фигурки какого зверька делают из шоколада на Пасху в Австралии?,Кроличий бандикут,Утконос,Болотный валлаби,Сумчатый крот
8,Какой вулкан является самым высоким в Индонезии?,Керинчи,Демпо,Семеру,Арджуно-Уелиранг
9,"В канун какого праздника вышел в эфир скандальный радиоспектакль Орсона Уэллса по роману Герберта Уэллса ""Война миров""?",Хэллоуин,Рождество,"1 апреля, День Дураков",День Благодарения
