,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как с конца 70-x годов официально называли существовавший в СССР общественный строй?,Развитой социализм,Продвинутый социализм,Народный социализм,Опережающий социализм
1,В каком виде общественного транспорта в Москве не работали кондукторы?,В метро,В трамвае,В автобусе,В троллейбусе
2,"Кто советовал: «Если у тебя есть фонтан, заткни его; дай отдохнуть и фонтану»?",Козьма Прутков,М. Е. Салтыков-Щедрин,Денис Фонвизин,Михаил Зощенко
3,Что случилось с шинелью Акакия Акакиевича Башмачкина в повести Н.В. Гоголя?,Похитили грабители,Съела моль,Забрали кредиторы,Износили соседи
4,"Какому празднику посвящены строки С. Я. Маршака: «Посмотри в своё окно, всё на улице красно»?",7 ноября,1 мая,9 мая,Дню физкультурника
5,У какого автора встречается первое письменное упоминание о кошках?,Геродота,Плиния младшего,Сыма Цяня,Нестора
6,В каком городе находится Русский музей фотографии?,Нижний Новгород,Москва,Волгоград,Екатеринбург
7,Рыбы с каким названием не существует?,Таран,Молот,Ремень,Меч
8,В какой из этих стран вы будете расплачиваться не фунтами?,Мальта,Сирия,Египет,Ливан
9,Какой учёный человек не был в окружении Карла Великого?,Ненний,Алкуин,Эйнхард,Теодульф
