,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой части речи нет в русском языке?,Имя союзное,Имя существительное,Имя прилагательное,Имя числительное
1,В какой цвет окрашены телефонные будки и двухэтажные автобусы в Лондоне?,Красный,Синий,Зелёный,Жёлтый
2,Какой штат имеет одноименный город в США?,Вашингтон,Огайо,Аризона,Техас
3,"Где герои кинофильма ""Старый Новый год"" приняли решение начать жизнь заново?",В бане,В музее,В лифте,В парке
4,"Кого прозвали ""Смеющимся Философом""?",Демокрит,Аристотель,Сартр,Бердяев
5,"Какому финальному матчу за чемпионскую корону по шахматам В.Высоцкий посвятил песню: ""Только прилетели сразу сели, фишки все заранее стоят...""?",Спасский - Фишер,Ботвинник - Таль,Карпов - Корчной,Петросян - Спасский
6,Чему равна единица измерения массы — доля?,"44,435 мг.","0,41 кг.","12,797 г.","4,265 г."
7,Что ввел своим декретом Римский папа Виталий в литургический обиход в 666 году?,Орган,Виолончель,Контрабас,Арфа
8,С атомами какого элемента связан ион железа в молекуле гемоглобина?,Азот,Сера,Углерод,Кальций
9,"Какому гениальному композитору принадлежат слова: «Музыку создаёт народ, а мы её аранжируем»?",М. И. Глинка,Л. Бетховен,П. И. Чайковский,И. Бах
