,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется жилое помещение для судовой команды на корабле?,Кубрик,Камбуз,Отсек,Кают-компания
1,Какое из этих блюд относится к украинской кухне?,Галушки,Пельмени,Клецки,Манты
2,Какие птицы принадлежат к разным биологическим видам?,Ворон и ворона,Петух и курица,Гусак и гусыня,Орёл и орлица
3,Сколько очков начисляется за победу в гонке современной версии Формулы-1?,25,15,32,10
4,В какую эпоху в Египте начали строить пирамиды?,Древнее царство,Среднее царство,Новое царство,Раннее царство
5,Кто из конкистадоров покорил империю ацтеков?,Эрнан Кортес,Франсиско Писарро,Васко Нуньес де Бальбоа,Франсиско де Орельяна
6,В каком году в КНР началась культурная революция?,1966,1976,1946,1956
7,У какого из этих музыкальных инструментов меньше всего струн?,Домбра,Балалайка,Кобза,Саз
8,Кто был последней женой Генриха VIII?,Екатерина Парр,Анна Клевская,Евгения Сеймор,Екатерина Ховард
9,"Как переводится название альбома Queen - ""Innuendo""?",Намёк,Нежность,Сожаление,Прощание
