,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали управителя графинь Вишен в сказке о Чиполлино?,синьор Помидор,сэнсэй Сельдерей,пан Баклажан,дон Патиссон
1,"Кому или чему посвящена пушкинская строка: ""Люблю тебя, Петра творенье""?",Санкт-Петербургу,Анне Керн,Императрице Елизавете,Российскому флоту
2,Сколько океанов омывает территорию США?,3,1,2,4
3,"Какое заболевание было названо по фамилии учёного, который его впервые описал?",Дальтонизм,Астигматизм,Глаукома,Трахома
4,В какой части света обитают паукообразные обезьяны?,В Америке,В Австралии,В Азии,В Африке
5,Кто исполнял популярнейший хит «Let&#39;s Twist Again»?,Чабби Чекер,Джерри Ли Льюис,Элвис Пресли,Фэтс Домино
6,"Картину какого художника украли из музея герои фильма ""Старики-разбойники""?", Рембрандт, Пикассо, Брюллов, Дали
7,Песня с каким названием присутствует в репертуаре Янки Дягилевой?,«Рижская»,«Пушкинская»,«Севастопольская»,«Баррикадная»
8,Что описывается законом Янте?,Скандинавский менталитет,Устойчивость изотопов химических элементов,Покупательная способность населения при росте инфляции,Движение частиц в магнитном поле
9,"Какой композитор — единственный в мире лауреат и «Эмми», и «Грэмми», и «Оскара», и «Золотого глобуса», и «Тони», и Пулитцеровской премии?",Марвин Хэмлиш,Ханс Циммер,Генри Манчини,Алан Сильвестри
