,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как говорят о шахматисте, который стал чемпионом мира, обыграв предыдущего чемпиона?",Отобрал корону,Спихнул с трона,Присвоил мантию,Соблазнил королеву
1,Какой из этих романов написал Роберт Льюис Стивенсон?,"""Остров сокровищ""","""Остров пингвинов""","""Таинственный остров""","""Остров погибших кораблей"""
2,В каком из этих дворцов и замков обитали не французские короли?,Эскориал,Рамбуйе,Лувр,Версаль
3,Назовите фамилию режиссера фильма «Девять дней одного года».,Ромм,Роом,Калатозов,Баталов
4,"Как начинается русская пословица: «... не вода, брань не привет»?",Смола,Водка,Кисель,Кровь
5,Кто из екатерининских полководцев получил за свои победы титул Задунайский?,Граф Румянцев,Князь Долгоруков,Князь Потёмкин,Граф Суворов
6,Какая вторая по высоте вершина России?,Дыхтау,Казбек,Белуха,Ключевская Сопка
7,"Какой артист, после выхода на экраны фильма ""Морозко"", стал главным Дедом Морозом СССР и участвовал в этом качестве на Новогодних ёлках в Кремле?",Александр Хвыля,Георгий Милляр,Анатолий Кубацкий,Эдуард Изотов
8,"Кто автор памятника писателю Марселю Эме, известного под названием ""Человек, проходящий сквозь стену""?",Жан Маре,Жерар Филип,Ален Делон,Жан Габен
9,"Фамилия какого из этих знаменитых людей, по семейному преданию, ведет происхождение от рода молдавского господаря Стефана Великого?",Рахманиновы,Прокофьевы,Чайковские,Бородины
