,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называют острую мышечную боль?,прострел,застрел,отстрел,расстрел
1,Название какой из этих монет произошло от имени монарха?,Луидор,Соверен,Гинея,Дублон
2,"Что обещает банкир-мошенник Крамер бывшему взломщику сейфов Квинто в польской криминальной комедии ""Ва-банк""?",Ухо от селедки,Клюв от пеликана,Хвост от собаки,Ласты от пингвина
3,На какой геометрический угол поворачивается секундная стрелка часов за 35 секунд?,210 градусов,220 градусов,230 градусов,200 градусов
4,"Как называлось судно, на котором Нансен плавал в Арктику, а Амундсен - в Антарктику?",Фрам,Викинг,Тор,Норвегия
5,Какая из этих ягод дала название роду растений?,Брусника,Клюква,Черника,Голубика
6,Какой загородный дворец был подарен Павлу I его матерью?,Гатчинский,Екатерининский,Петергоф,Павловский
7,Сколько анимационных фильмов вошли в Список 100 лучших американских кинофильмов по версии Американского института киноискусства?,2 ,1,4,3
8,"Кто стал одним из прототипов старца Зосимы в романе Ф. М. Достоевского ""Братья Карамазовы""?",Амвросий Оптинский,Паисий Величковский,Иоанн Кронштадтский,Зосима Тобольсий
9,"Какого ""святого"" нет среди принадлежащих Болгарии островов на Черном море?",Святой Андрей,Святой Кирилл,Святой Фома,Святой Иван
