,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"В чём, как принято считать, Дед Мороз приносит подарки?",в мешке,в саквояже,в рюкзаке,в чемодане
1,Что используют при ремонте?,жидкие гвозди,жидкий молоток,жидкие саморезы,жидкий перфоратор
2,"Что в некоторых разновидностях преферанса можно ""бросить в морду""?",Прикуп,Канделябр,Последнюю взятку,Две семёрки
3,В каком из этих городов не проводились зимние Олимпийские игры?,Сеул,Сараево,Инсбрук,Гренобль
4,Кто придумал город Глупов?,Салтыков-Щедрин,Гоголь,Чехов,Ильф и Петров
5,"Кто автор драматической поэмы ""Пугачёв""?",Есенин,Пушкин,Бродский,Лермонтов
6,Какие птицы в сказе Павла Бажова помогали Ермаку Тимофеевичу?,Лебеди,Журавли,Ласточки,Соколы
7,"Как в Древнем Риме назывались души и привидения умерших людей, приносящие живым несчастья и смерть?",Лярвы,Амфисбены,Ауры,Вентусы
8,"О ком Герцен сказал: «В произведениях этого писателя впервые выявилось демоническое начало сарказма и негодования, которому суждено было с тех пор пронизать всю русскую литературу»?",Д. И. Фонвизин,А. С. Пушкин,Н. В. Гоголь,М. Е. Салтыков-Щедрин
9,"В каком городе проходил чемпионат мира, на котором российские (советские) синхронистки впервые завоевали золотые медали во всех дисциплинах?",Перт (1998),Перт (1991),Мадрид (1986),Рим (1994)
