,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что лондонцы часто называют просто «трубой»?,столичное метро,памятник Нельсону,туннель под Ла-Маншем,телескоп в Гринвиче
1,"Кто в советском фильме «Здравствуйте, я ваша тётя!» задумчиво произносит: «Она любит выпить… Этим надо воспользоваться!»?",Судья Кригс,Полковник Френсис Чесней,Джеки Чесней,Лакей Брассет
2,"Какой российский город носит неофициальное название ""Город партизанской славы""?",Брянск,Калуга,Тула,Вязьма
3,Сколько раз московский «Спартак» становился чемпионом СССР по футболу?,12,9,11,13
4,Кто автор стихотворного сборника «Цветы зла»?,Ш. Бодлер,Вольтер,Дж. Китс,Ч. Байрон
5,Кто из этих императоров был великим магистром Мальтийского ордена?,Павел I,Петр I,Александр II,Николай I
6,Какое из этих исторических событий имело место раньше?,Приход Лжедмитрия I,Семибоярщина,Коронация первого Романова,Создание московского университета
7,В каком году мужская футбольная сборная Бразилии впервые в истории стала олимпийским чемпионом?,2016,2008,1976,1996
8,"Кто из этих музыкантов не входит в число погибших в авиакатастрофе 3 февраля 1959 года, получившей от певца Дона Маклина название «День, когда умерла музыка»?",Эрл Синкс,Бадди Холли,Ричи Валенс,Биг Боппер
9,Какой из этих городов располагается на американском острове Род-Айленд?,Ньюпорт,Кранстон,Провиденс,Джеймстаун
