,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто дал Страшиле мозги, а Железному Дровосеку сердце?",Гудвин,Донор,Профессор Доуэль,Всадник без головы
1,Как называется российский военно-морской флаг?,Андреевский,Владимирский,Николаевский,Петровский
2,﻿Как звали богиню охоты в Древней Греции?,Артемида,Афина,Деметра,Гера
3,На каком полуострове расположена большая часть территории Турции?,Малая Азия,Фракия,Балканский ,Турецкий
4,"Какая поэтесса является автором стихотворения ""Не отрекаются любя""?",Вероника Тушнова,Белла Ахмадулина,Марина Цветаева,Анна Ахматова
5,Кто автор строк: «Мы не дрогнем в бою за столицу свою...»?,Алексей Сурков,Михаил Дудин,Юлия Друнина,Ольга Берггольц
6,Какая династия является правящей в Великобритании?,Виндзорская,Стюарты,Ганноверская,Тюдоры
7,В каком году в последний раз были напечатаны купюры с изображением В. И. Ленина?,В 1992 году,В 1990 году,В 1988 году,В 1994 году
8,"Как переводится с корейского языка название одного из крупнейших южнокорейских концернов ""Samsung""?","""Три звезды""","""Молодой лев""","""Горный поток""","""Легкий бриз"""
9,"Какая из двадцати семи звёзд на флаге Бразилии является единственной, изображённой севернее экватора?",Спика,Процион,Антарес,Сириус
