,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую простейшую комбинацию часто разыгрывают футболисты?,треугольник,круг,биссектрису,гипотенузу
1,"На каком матче, согласно песне группы Браво, Вася сидит с красивой дамой?",Спартак-Динамо,Аргентина-Ямайка,ЦСКА-Металлург,Локомотив-Реал
2,Какой из этих балканских городов принимал Олимпийские игры?,Сараево,Подгорица,Скопье,Загреб
3,Водку какого цвета создал британец Марк Дорман в 1996 году?,Черный,Красный,Синий,Желтый
4,Сколько было людей трижды героев Советского Союза?,3,2,1,4
5,Какого писателя XIX века называли «русским Вальтером Скоттом»?,И. И. Лажечникова,М. Н. Загоскина,Г. П. Данилевского,Н. Э. Гейнце
6,"На каком памятнике выгравированы строки из приказа М. И. Кутузова: «...Вы кровию своей спасли Отечество, храбрые и победоносные войска...»?",Триумфальные ворота в Москве,Триумфальные ворота в Новочеркасске,Триумфальные ворота в Курске,Нарвские триумфальные ворота в Петербурге
7,"В какой песне группы ""Кино"" фигурирует в качестве крылатой фразы название комедии А. С. Грибоедова ""Горе от ума""?","""Красно-жёлтые дни""","""Песня без слов""","""В наших глазах""","""Последний герой"""
8,"Как назывался остров, на котором будущий президент Кеннеди спасся после потопления торпедного катера?",Касоло,Сан-Кристобаль,Санта-Исабель,Вангуну
9,"Спортсменам какой страны принадлежит своеобразный антирекорд: участвуя в 28 Олимпиадах, не смогли завоевать ни одной медали?",Монако,Гватемала,Чад,Мьянма/Бирма
