,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих произведений не мог читать Лев Толстой?,"""Мастер и Маргарита""","""Гаргантюа и Пантагрюэль""","""Отцы и дети""","""Руслан и Людмила"""
1,Чего не запрещают правила Московского метрополитена?,Ездить в купальном костюме,Курить,Распивать спиртные напитки,Находиться на станции без обуви
2,В каком произведении о Шерлоке Холмсе рассказывается о фальшивомонетчиках?,«Палец инженера»,«Случай с переводчиком»,«Картонная коробка»,«Горбун»
3,В каком году родился Наполеон I Бонапарт?,1769,1778,1697,1821
4,Разновидностью какого минерала является горный хрусталь?,Кварца,Циркона,Апатита,Турмалина
5,Какая рыбка может утонуть?,Макропод,Акара,Лабео,Тернеция
6,"Какова ""ценность"" коня в признанной шахматной оценке силы фигуры?",3 пешки,5 пешек,2 пешки,4 пешки
7,"Кто автор строк: ""Как хороши, как свежи будут розы, Моей страной мне брошенные в гроб""?",Северянин,Маяковский,Блок, Бродский
8,"Какой король, пользуясь собственным ключом, часто посещал мастерскую Диего Веласкеса и, сидя в специальном кресле, любил наблюдать за работой художника?",Филиппп IV Габсбург,Филипп III Смелый,Филипп V Бурбон,Филипп IV Красивый
9,В чьих произведениях не упоминается Монтигомо Ястребиный коготь?,Н. С. Гумилёва,А. П. Чехова,В. А. Каверина,В. В. Маяковского
