,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой из русских императоров согласно эпитафии А. С. Пушкина ""Всю жизнь свою провёл в дороге, простыл и умер в Таганроге""?",Александр I,Петр I,Александр II,Николай I
1,"Каким из этих напитков был измучен монтер Мечников из романа ""Двенадцать стульев""?","""Нарзан""","""Боржоми""","""Байкал""","""Ессентуки"""
2,"Как звучит анатомический синоним слова ""дальний""?",Дистальный,Проксимальный,Латеральный,Медиальный
3,"Как звали главного героя в повести А.С.Пушкина ""Метель""?",Владимир,Петр,Алексей,Андрей
4,Что в турецком языке обозначает слово «бардак»?,Стакан,Ведро,Публичный дом,Кутерьма
5,Какое мифическое змееподобное существо имело девять голов?,Гидра,Ермунганд,Уроборос,Кетцалькоатль
6,Какой цвет называется фернамбук?,Изжелта-красный,Жемчужно-серый,Грязновато-зелёный,Синевато-лиловый
7,"Какой из Александровых написал музыку, которая теперь является гимном России?",Александр Васильевич,Григорий Васильевич,Анатолий Николаевич,Борис Александрович
8,"Как звали крестьянина, получившего звание Героя Советского Союза в 83 года и повторившего подвиг Ивана Сусанина?",Матвей Кузьмин,Степан Конюхов,Иван Авдеев,Владимир Карпухин
9,Какой дисахарид не дает положительную реакцию «серебряного зеркала»?,Сахароза,Лактоза,Целлобиоза,Мальтоза
