,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что возникает при неравномерном распределении атмосферного давления?,Ветер,Иней,Снег,Дождь
1,Какая из этих мер длины наименьшая?,Локоть,Аршин,Метр,Ярд
2,Что из этого не входит в состав семенного канатика?,Уретра,Семявыносящий проток,Лимфатические сосуды,Остатки влагалищного отростка
3,Чем заполнены трубчатые кости у птиц?,Воздухом,Водой,Костным мозгом,Серым веществом
4,"Какие диснеевские персонажи придерживались идеологии ""Хакуна матата""?",Тимон и Пумба,Микки и Минни,Пиноккио и Джепетто,Дональд и Дейзи
5,В каком швейцарском городе расположена штаб-квартира УЕФА?,Ньон,Тун,Сьон,Берн
6,Из скольких регионов состоит Англия?,9,13,15,5
7,"Кто из писателей взял эпиграфом к своему произведению пословицу ""Береги честь смолоду""?",А.С. Пушкин,М.Ю. Лермонтов,А.С. Грибоедов,Н.В. Гоголь
8,"По пьесе какого украинского писателя был снят кинофильм ""За двумя зайцами""?",Михаил Старицкий,Григорий Квитка-Основьяненко,Леся Украинка,Николай Чернявский
9,Возбудителем какого заболевания является бактерия Борде-Жангу?,Коклюш,Рожа,Туляремия,Скарлатина
