,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой союз образуется при формировании многопартийного правительства?,Коалиция,Лига,Альянс,Ассоциация
1,"Что напоминает геометрическое тело, называющееся тор?",Бублик,Крендель,Батон,Рогалик
2,Кто совершил второе кругосветное путешествие?,Фрэнсис Дрейк,Фернан Магеллан,Иван Фёдорович Крузенштерн,Томас Кавендиш
3,Какой цветок имеет прозвище «ланье ушко»?,Ландыш,Незабудка,Василек,Колокольчик
4,Без чего не приготовить белорусскую кулагу?,Ягоды,Мясо,Рыба,Овощи
5,"За какую команду выступал знаменитый советский хоккеист, вратарь сборной СССР Виктор Коноваленко?",«Торпедо» (Горький),«Химик» (Воскресенск),СКА (Ленинград),«Крылья Советов» (Москва)
6,"Кто сказал, что ""некрасивый самолёт не полетит""?",Туполев,Жуковский,Антонов,Можайский
7,К какому таксономическому рангу относятся коловратки?,Тип,Отряд,Класс,Семейство
8,"Кто из актёров МХАТа автор крылатой фразы: ""В искусстве, как на велосипеде: или едешь, или падаешь, стоять - нельзя.""?",Борис Ливанов,Анатолий Кторов,Павел Массальский,Алексей Грибов
9,"Какое имя не носил Турин Турамбар, персонаж «Сильмариллиона» Дж. Р. Р. Толкина?",Умарт,Мормегиль,Аданэдель,Гортол
