,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая фраза в русских народных сказках служит визитной карточкой Бабы-яги?,"""Фу-фу, русским духом пахнет!""","""Свет мой, зеркальце, скажи да всю правду доложи""","""Чего тебе надобно, старче?""","""Пойди туда — не знаю куда, принеси то — не знаю что"""
1,Какой американский президент был актером?,Рейган,Кеннеди,Трумэн,Картер
2,Какова толщина человеческой барабанной перепонки?,0.1 мм,1 см,1 мм,0.01 мм
3,Какая из этих рыб не относится к лососевым?,Севрюга,Семга,Кета,Горбуша
4,"Какой композитор написал для своей оперы арию, начинающуюся со слов: «У любви как у пташки крылья, Её нельзя никак поймать»?",Ж. Бизе,Дж. Пуччини,В. Моцарт,Ш. Гуно
5,"Какое неофициальное звание получал альпинист, покоривший пять высочайших вершин СССР?",Снежный барс,Снежная коза,Снежный гриф,Снежный баран
6,"Что держит в руках женщина на картине Кустодиева ""Русская Венера""?",веник,матрёшку,балалайку,бутылку
7,Внутри какой доброкачественной опухоли можно обнаружить волосы и даже зубы?,Дермоидная киста,Фиброма,Эхинококковая киста,Остеома
8,"Кто, если верить жившему в XII веке писателю Гальфриду Монмутскому, основал Лондон?",Брут Троянский,Александр Македонский,Король Артур,Гай Юлий Цезарь
9,"Кого из хакеров, известного благодаря программному документу ""Манифест хакера"", называют Наставником?",Ллойда Блэнкеншипа,Кевина Митника,Роберта Морриса-младшего,Адриана Ламо
