,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, судя по названию, предназначено для денег?",портмоне,портфель,портсигар,портки
1,Как иногда в России называют польское блюдо бигос?,Солянка,Холодец,Борщ,Сырники
2,Какое из этих блюд - представитель испанской кухни?,Паэлья,Бигос,Сациви,Долма
3,Как называется денежная единица Мексики?,Песо,Лира,Гульден,Крона
4,Название какого из этих цветков произошло от слова звезда?,Астра,Нарцисс,Флокс,Хризантема
5,В какой стране находится национальный парк Банф?,Канада,Австралия,Швеция,Швейцария
6,"Кто из этих композиторов являлся руководителем ""Могучей кучки""?",М.А.Балакирев,М.П.Мусоргский,Н.А.Римский-Корсаков,А.П.Бородин
7,Какие из этих живых существ - птицы семейства трясогузковых?,Коньки,Медведки,Волчки,Кобылки
8,Какое созвездие по-латыни называется Bootes?,Волопас,Возничий,Орион,Змееносец
9,Какой из иудейских праздников начинается «постом Эстер»?,Пурим,Йом-Киппур,Ханука,Суккот
