,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто был работником у попа в сказке А. С. Пушкина?,Балда,Остолоп,Лоботряс,Балбес
1,Кого доктор обязательно принесёт на сеанс гирудотерапии?,Пиявку,Мидию,Медузу,Устрицу
2,"Для защиты от какого животного в Австралии построили сетку длиной 8500 километров, дабы избежать потери овец?",Динго,Кенгуру,Тасманский волк,Сумчатый лев
3,"Где действовала подпольная организация ""Молодая гвардия""?",Краснодон,Шахтерск,Каменск,Донецк
4,Как звали госпожу Бовари?,Эмма,Луиза,Жанна,Элиза
5,"Какой самый ""горячий"" орган человека?",Печень,Сердце,Мозг,Почки
6,Чем знаменит в футбольном мире вратарь Луц Пфанненштиль?,"Единственный из профессионалов, кто выступал за клубы всех континентов",За свою карьеру не пропустил ни одного гола,Двукратный бомбардир чемпионата Германии,У него была самая продолжительная карьера в истории футбола
7,Какая актриса сыграла главную роль в фильме Стивена Содерберга 2009 года «Девушка по вызову»?,Саша Грей,Сибель Кекилли,Сандра Шайн,Санни Леоне
8,Какой литератор получил Нобелевскую премию по литературе в 2015 году?,Светлана Алексиевич,Юн Фоссе,Нгуги Ва Тхионго,Харуки Мураками
9,"О ком идет речь в романе, который Сэмюэль Клеменс подписал псевдонимом сьер Луи де Конт?",Жанне д'Арк,Синей Бороде,Жеводанском звере,Королеве Марии-Антуанетте
