,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Во что превращается человек в процессе виктимизации?,В жертву,В прах,В морскую пену,В поток заряженных частиц
1,Что из этого не кофе?,буррито,ристретто,латте,эспрессо
2,Кто были первыми олимпийскими чемпионами в спортивных танцах на льду?,Пахомова и Горшков,Линичук и Карпоносов,Бестемьянова и Букин,Торвилл и Дин
3,Какое из перечисленных изобретений приписывается Цай Луню?,Бумага,Компас,Книгопечатание,Порох
4,Когда умер Сталин?,5 марта,5 июня,5 апреля,5 октября
5,Какой из этих многогранников не является правильным?,Ромбоэдр,Додекаэдр,Икосаэдр,Октаэдр
6,"Кто является автором полотна ""Венера Урбинская""?",Тициан,Рафаэль,Джорджоне,Веронезе
7,Кто был инициатором создания Центра оперного пения в Москве?,Галина Вишневская,Елена Образцова,Ирина Архипова,Тамара Синявская
8,"Дебютным романом какого известного писателя стал ""Ган Исландец""?",Виктор Гюго,Кнут Гамсун,Александр Дюма,Халльдор Лакснесс
9,Действие какого из этих произведений Джона Стейнбека разворачивается не во время Великой депрессии?,"""Зима тревоги нашей""","""Гроздья гнева""","""Консервный ряд""","""О мышах и людях"""
