,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как на Руси иногда в шутку называли свинью?,хавронья,дуэнья,ботвинья,мантилья
1,Какое овощное блюдо в России стало символом простоты выполнения какого-либо дела?,Пареная репа,Тушеная капуста,Вареный картофель,Соленый огурец
2,"Что маршал Г. Жуков в книге ""Воспоминания и размышления"" называл выходными туфлями в клетку?",Лапти,Ботинки,Тапки,Сапоги
3,"Что собой представляет проводимый в Австралии ежегодный турнир ""Золотой кубок""?",Тараканьи бега,Гонки на собачьих упряжках,Петушиные бои,Кенгуриный ринг
4,Какая характерная особенность отличает экипировку вратаря футбольного клуба «Арсенал» Петра Чеха?,Защитный шлем,Тёмные очки,Фиолетовые волосы,Разноцветные бутсы
5,В каком году Гитлер стал рейхсканцлером Германии?,1933,1929,1930,1937
6,"Как называются вечнозелёные лиственные леса, произрастающие в приливно-отливной полосе морских побережий в местах, защищённых от энергии волн коралловыми рифами или островами?",Мангры,Меандры,Миагры,Маглы
7,"Как называлось судно, на котором Христофор Колумб приплыл в Америку?",«Санта-Мария»,«Эспаньола»,«Изабелла»,«Королева Кастильская»
8,Мякоть какого из этих экзотических фруктов внешне напоминает головку чеснока?,Мангостан,Мушмула,Кумкват,Карамбола
9,"Какой город в одиночку освободил от оккупации канадский солдат Лео Мажор в 1945 году, взяв при этом в плен несколько взводов немцев?",Зволле (Нидерланды),Рен (Франция),Ольборг (Дания),Шарлеруа (Бельгия)
