,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто из этих женщин не является певицей?,Алина Загитова,Вера Брежнева,Ольга Бузова,Полина Гагарина
1,"Как расшифровывается аббревиатура названия крупного белорусского предприятия - производителя грузовых автомобилей и автобусов ""МАЗ""?","""Минский автомобильный завод""","""Могилевский автомобильный завод""","""Молодечненский автомобильный завод""","""Мозырьский автомобильный завод"""
2,Кто в XX веке дольше всего был президентом США?,Франклин Рузвельт,Дуайт Эйзенхауэр,Теодор Рузвельт,Вудро Вильсон
3,Как переводится название «Стокгольм»?,Бревенчатый остров,Лосиная равнина,Скальный водопад,Каменная гора
4,Что из этого является простым веществом?,Озон,Аммиак,Фосфин,Пирит
5,"Какой персональный атрибут имеет дуб, растущий в Германии в федеральной земле Шлезвиг-Гольштейн?",Почтовый адрес,Воинское звание,Имя и фамилию,Паспорт
6,Какой городошной фигуры не существует?,Ракета,Рак,Вилка,Пушка
7,"Кто автор статьи ""Не могу поступаться принципами"", опубликованной в газете ""Советская Россия"" и названной позже ""официальным манифестом антиперестроечных сил""?",Нина Андреева,Сажи Умалатова,Светлана Горячева,Виктор Алкснис
8,"Какой американский художник-постановщик получил три ""Оскара"" — за фильмы ""Призрак оперы"", ""Спартак"" и ""Убить пересмешника""?",Александр Голицын,Уильям Хорнинг,Ричард Дэй,Хэл Перейра
9,Как называется самый древний из основных Гавайских островов?,Кауаи,Ланаи,Мауи,Молокаи
