,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой стране строили гигантские гробницы-пирамиды?,Египет,Месопотамия,Китай,Индия
1,Названием какого насекомого Этель Лилиан Войнич озаглавила свой роман?,"""Овод""","""Муxа-Цокотуxа""","""Комар""","""Тараканище"""
2,"Название какого блюда русской кухни (крупа, орехи, молочные пенки, сухофрукты) связано с именем русского графа, министра финансов при Александре I?",Гурьевская каша,Каша сименуха,Полбенная каша,Коливо (колево)
3,Какой уникальный предмет Гарри Поттер получил в наследство от отца?,мантию-невидимку,скатерть-самобранку,туфли-скороходы,волшебную палочку
4,"Как заканчивается высказывание Мигеля Сервантеса: «Ничто не стоит так дёшево и не ценится так дорого, как...»?",Вежливость,Любовь,Внимание,Дружба
5,"Кто из этих советских космонавтов не летал на космическом корабле ""Союз-11""?",Олег Макаров ,Виктор Пацаев,Георгий Добровольский,Владислав Волков
6,Кто из российских императоров был первым представителем Гольштейн-Готторпской династии?,Пётр III,Александр II,Павел I,Иван IV
7,"Кто является автором трилогии ""Деревушка"", ""Город"", ""Особняк""?",Фолкнер,Дос Пассос,Стейнбек,Хемингуэй
8,У какой из этих пар известных людей совпадают годы жизни?,К. Маркс и И. С. Тургенев,Ф. Ницше и А. П. Чехов,Ф. Энгельс и Ф. М. Достоевский,З. Фрейд и А. И. Куприн
9,Кто из этих известнейших людей стал чемпионом КВН в студенческой команде Московского физико-технического института?,Александр Филиппенко,Леонид Якубович,Геннадий Хазанов,Михаил Задорнов
