,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих органов находится не в грудной полости?,Селезенка,Тимус,Сердце,Легкие
1,Как называется одна из деталей автомобиля?,Капот,Платок,Xалат,Капор
2,Какой закон диалектики иллюстрирует сюжет русской сказки «Репка»?,Закон перехода количественных изменений в качественные,Закон единства и борьбы противоположностей,Закон сохранения,Закон отрицания отрицания
3,На какой картине не изображены сани?,И. К. Айвазовский «Ледяные горы» ,И. И. Левитан «Март»,В. Г. Перов «Тройка»,В. И. Суриков «Взятие снежного городка»
4,Какой из этих мифических персонажей был лишь полубогом?,Эол,Артемида,Гефест,Гестия
5,Кто является авторами клеточной теории строения организмов?,Шванн и Шлейден,Уотсон и Крик,Жакоб и Моно,Полинг и Кори
6,Футбольная сборная какой страны больше других проигрывала в финальном матче чемпионата мира? ,ФРГ,Голландия,Бразилия,Италия
7,Кого раньше называли престидижитатором?,Фокусника,Учителя фехтования,Чучельника,Программиста
8,"Фрагмент из какого фильма с участием Гарольда Ллойда использовался в начале фильма «Здравствуйте, я ваша тётя!»?",«Безопасность прениже всего!»,«Городской пройдоха»,«Будьте моей женой»,«Сэмми в Сибири»
9,В экранизации какого из своих произведений Джек Лондон сыграл эпизодическую роль?,«Морской волк»,«Мартин Иден»,«Зов предков»,«Время не ждет»
