,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется бальнеологический курорт на Кавказе?,Горячий Ключ,Огненный Замок,Жаркая Отмычка,Тёплый Засов
1,Зачем в средневековом Амстердаме дома строились с наклонными фасадами?,Чтобы защитить окна от поднимаемого груза,Удобнее выбрасывать мусор,Удобнее вешать бельё,Чтобы защитить окна от дождя
2,Какое море не омывает берега России?,Жёлтое,Чёрное,Японское,Белое
3,В каком месяце судебные приставы отмечают свой профессиональный праздник?,Ноябрь,Январь,Март,Июнь
4,"Кто сказал ""Мыслю, следовательно, существую""?",Декарт,Платон,Паскаль,Вольтер
5,Каким предметом мачеха не пыталась погубить Белоснежку?,Веретено,Шнурок,Гребень,Яблоко
6,Как заканчивается высказывание Коко Шанель: «Люди с хорошим вкусом носят бижутерию. Всем остальным приходится носить ...»?,Золото,Бриллианты,Жемчуг,Драгоценности
7,Какой американский актер является персоной нон грата в Китае?,Брэд Питт,Леонардо Ди Каприо,Джонни Депп,Киану Ривз
8,При какой патологии в крови обнаруживают бластные клетки?,Лейкоз,Гипопластическая анемия,Все перечисленное,Эритремия
9,При каком российском правителе был основан Новодевичий монастырь в Москве?,Василий III,Федор Иоаннович,Иван IV,Иван III
