,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что требует Чацкий в последних строках комедии «Горе от ума»?,Карету,Сани,Телегу,Велосипед
1,"Каково расстояние от линии ворот до точки, с которой футболисты пробивают пенальти?",11 метров,5 метров,7 метров,13 метров
2,Как называлась подводная лодка в романе Григория Адамова «Тайна двух океанов»?,«Пионер»,«Комсомолец»,«Коммунист»,«Большевик»
3,Что представляют собой 55 из 143 картин художницы Фриды Кало?,автопортреты,пейзажи,натюрморты,анималистику
4,Где находится самая маленькая мышца человеческого тела?,В ухе,В языке,В мизинце,В глазу
5,Кто стал 16 чемпионом мира по шахматам в 2013 году?,Магнус Карлсен,Вишванатан Ананд,Владимир Крамник,Гарри Каспаров
6,Как называется двуручный меч с клинком волнистой формы?,Фламберг,Крис,Эсток,Эспадон
7,Представитель какой профессии занимался в старину перевозкой и продажей соли?,Чумак,Бортник,Коваль,Бондарь
8,"В какой стране в 1974 году состоялся бой между Мухаммедом Али и Джорджем Форменом, за ходом которого наблюдали 60 тысяч зрителей?",Заир,Индонезия,США,Великобритания
9,За какое музыкальное произведение П. И. Чайковский в 1880 году получил орден Святого Владимира I степени?,"Торжественная увертюра ""1812 год""","Увертюра-фантазия ""Ромео и Джульетта""",Марш Добровольного флота,"Симфофантазия ""Франческа да Римини"""
