,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как звали героиню романа в стихах, которая «в семье  своей родной казалась девочкой чужой»?",Татьяна,Елена,Полина,Ольга
1,Какую форму обычно имели письма с фронта во время Великой Отечественной войны?,Треугольник,Ромб,Квадрат,Прямоугольник
2,Сколько ребер имеет куб?,12,6,4,8
3,По какому делу А. С. Грибоедов в 1826 году находился под следствием?,Декабристов,Анархистов,"""Ордена русских рыцарей""",Социалистов
4,Какая из стран никогда не входила в нацистский блок во время Второй Мировой войны?,Турция,Болгария,Словакия,Румыния
5,Какое из этих родов растений относится к орхидеям?,Ваниль,Шафран,Каперсы,Имбирь
6,В какой дисциплине жительница Древней Греции могла одержать победу на Олимпийских играх?,Гонки на колесницах,Бег,Плавание,Борьба
7,Кто из индуистской «тримурти» согласно легендам имеет специфику разрушителя мира?,Шива,Брахма,Вишну,Все трое
8,"Какие существа, согласно мифам, стерегли облачные врата Олимпа?",Оры,Данаиды,Эринии,Гекатонхейры
9,"Куда, по словам Анны Ахматовой, ездили в наряде, состоявшем из корсета, лифа, двух юбок, шёлкового платья и шапочки?",На пляж,В баню,На бал,На ипподром
