,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На какой площади проходило восстание декабристов?,На Сенатской площади,На Красной площади,На Сенной площади,На Дворцовой площади
1,"Членов какого рыцарского ордена называли ""храмовниками""?",Тамплиеров,Меченосцев,Госпитальеров,Иоаннитов
2,"Без каких цветов не было бы ни книги Дюма-сына, ни оперы ""Травиата""?",камелии,фиалки,орхидеи,лилии
3,На флаге какого из этих государств отсутствует жёлтый цвет?,Эстония,Литва,Казахстан,Швеция
4,Какое прозвище имел кардинал Ришелье?,Красный герцог,Серый кардинал,Черный граф,Голубой маркиз
5,Что древние греки называли Геспером и Фосфором?,Венеру,Венеру и Марс,Юпитер ,Мицар и Алькор
6,"На каком кладбище Парижа покоятся светочи русской литературы, проживавшие в эмиграции?",Сент-Женевьев-де-Буа,Монпарнас,Пер-Лашез,Пасси
7,Сколько вершков в одном русском аршине?,16,17,15,14
8,Кто из этих художников был пуантилистом?,Ж. Сёра,С. Дали,А. Модильяни,Ф. Леже
9,Река с каким названием есть в Баварии?,Ампер,Вольт,Ом,Сименс
