,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что умеют белки?,Мурлыкать,Чирикать,Выть,Читать мысли
1,"Роль какого знаменитого лидера крестьянских повстанцев времен Мексиканской революции сыграли и Юл Бриннер, и Джонни Депп?",Панчо Вилья,Санчо с ранчо,Санчо Панса,Вилли Пончо
2,"Как называется сотая часть чешской кроны, бывшая в хождении до 2009 года?",Геллер,Грош,Стотинка,Пфенниг
3,"Эпиграфом к какому произведению Н. В. Гоголя служит пословица: «Неча на зеркало пенять, коли рожа крива»?",«Ревизор»,«Записки сумасшедшего»,«Мёртвые души»,«Женитьба»
4,"Какая спортсменка вела на телевидении программу ""Слабое звено""?",Мария Киселёва,Мария Бутырская,Анна Дмитриева,Ирина Слуцкая
5,Какие животные не водятся в Ирландии?,Кроты,Ежи,Летучие мыши,Черепахи
6,Кто написал слова песни «Что так сердце растревожено»?,М. Матусовский,Н. Доризо,Е. Долматовский,И. Шаферан
7,"Какой фараон, по одной из версий, объединил Верхний и Нижний Египет в единое царство?",Менес,Семерхет,Уаджи,Сехет
8,"Труппа какого театра встретила начало Великой Отечественной войны в Минске, в котором находилась на гастролях с 16 до 24 июня 1941 года?",МХАТ,Московский ТЮЗ,Театр им. Е. Б. Вахтангова,Большой театр
9,"В какой песне группы ""ЧайФ"" упоминается британский гитарист и певец Элвин Ли, гастролировавший в Москве в 1995 году?","""Время не ждёт""","""Вольный ветер""","""В её глазах""","""Всему своё время"""
