,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой персонаж отсутствует в русской сказке, герои которой перебираются через ручей?",Кувшин,Лапоть,Пузырь,Соломинка
1,"Как заканчивается афоризм Эмиля Кроткого: ""В искусстве не все боги. На одного Аполлона приходится...""?",Четвёрка лошадей,Четвёрка кариатид,Четвёрка астронавтов,Четвёрка церберов
2,"Откуда пошло выражение ""малиновый звон""?",От бельгийского города Мехелен,От украинского города Малин,От певца Малинина,От птицы малиновки
3,"Что, по одной из версий, символизирует зелёный цвет на флаге Бразилии?",Леса,Надежду,Покой,Мир
4,Как хранят металлический натрий?,В керосине,В пустой закрытой емкости,В серной кислоте,В воде
5,"Что можно услышать в опере Михаила Глинки  ""Руслан и Людмила""?",Персидский хор,Вальс-фантазию,Мазурку,Арагонскую хоту
6,Какой термин означает замену какого-нибудь слова описательным сочетанием?,Перифраз,Дисфемизм,Катахреза,Метонимия
7,Какой геологический период был раньше других перечисленных?,Орозирийский,Пермский,Кембрийский,Статерийский
8,Каким было имя «старшего сына» из окончательного варианта одноименной пьесы Александра Вампилова?,Владимир,Николай,Евгений,Сергей
9,"С каким персонажем ""Золотого телёнка"" Роман, герой повести Галины Щербаковой ""Вам и не снилось"", сравнивает в финале свою бабушку?",Васисуалий Лоханкин,Остап Бендер,Александр Корейко,Михаил Паниковский
