,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что разыгрывают теннисисты в четырёх главных турнирах года?,Большой шлем,Большое сомбреро,Большую каску,Большую панаму
1,"Какого цвета, как правило, цветки люпина?",Синего,Красного,Белого,Жёлтого
2,В каком арабском городе орудовал знаменитый экранный вор?,Багдад,Дамаск,Бейрут,Каир
3,С какой из стран СНГ Россия ввела визовый режим в декабре 2000 г.?,Грузия,Азербайджан,Казахстан,Армения
4,Названия скольких штатов США начинается на букву L?,1,6,2,4
5,"Какое растение имеет гигантские неприятно пахнущие цветы, внутри каждого из которых собирается 5–7 литров воды?",Раффлезия Арнольда,Психотрия возвышенная,Аморфофаллус титанический,Пуйя раймонда
6,Какой город является официальной столицей Боливии?,Сукре,Ла-Пас,Лима,Асунсьон
7,Как называлась последняя картина Ван Гога?,«Пшеничное поле с воронами»,«Звездная ночь»,«Автопортрет с отрезанным ухом и трубкой»,«Церковь в Овере»
8,"Кого, по его собственному признанию, хотел застрелить Марк Чепмен, если бы ему не удалось покушение на Джона Леннона?",Дэвида Боуи,Джорджа Харрисона,Джейн Фонду,Боба Дилана
9,"Какой из вариантов гётевский Фауст, трудясь над переводом первого стиха Евангелия от Иоанна, избрал как наиболее верно передающий суть?",«В начале было Дело»,«В начале было Слово»,«В начале была Сила»,«В начале была Мысль»
