,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чего нет у самолёта?,ушей,крыльев,носа,хвоста
1,Что не называют альбомом?,диплом,книгу с фотокарточками,тетрадь для рисования,собрание музыки
2,"Какая война закончилась Портсмутским миром, заключённым в США?",Русско-Японская война,Война за независимость колоний,Война Севера и Юга,Первая мировая война
3,Сказка под каким из этих названий есть у А. С. Пушкина?,"""Сказка о медведихе""","""Сказка о волке сером""","""Сказка о боярыне""","""Сказка о Бове-Королевиче"""
4,"Кто написал сказку ""Цветик-семицветик""?",В. Катаев,В. Каверин,К. Чуковский,С. Маршак
5,Какое самое крупное животное семейства куньих?,Калан,Гризон,Росомаха,Барсук
6,"Какой певец первым исполнил песню А. Пахмутовой и Н. Добронравова «Знаете, каким он парнем был» из цикла «Созвездие Гагарина»?",Юрий Гуляев,Иосиф Кобзон,Леонид Сметанников,Муслим Магомаев
7,Какой регион лидирует среди субъектов РФ по относительному количеству зарегистрированного ВИЧ-инфицированного населения?,Свердловская область,Иркутская область,Самарская область,Кемеровская область
8,Что описывается законом Янте?,Скандинавский менталитет,Устойчивость изотопов химических элементов,Покупательная способность населения при росте инфляции,Движение частиц в магнитном поле
9,Какой из перечисленных гимнастов зажёг факел олимпийского огня на церемонии открытия Олимпиады?,"Ли Нин (Пекин, 2008 год)","Джим Гартунг (Атланта, 1996 год)","Димостенис Тампакос (Афины, 2004 год)","Пак Джон Хун (Сеул, 1988 год)"
