,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется устройство, предназначенное для излучения и приёма радиоволн?",Антенна,Эквалайзер,Динамик,Микрофон
1,Какая денежная единица обращалась в Португалии до введения Евро в 2002 году?,Эскудо,Драхма,Крона,Динар
2,Кто такой профан?,"Человек, несведущий в какой-либо области",Психически недоразвитый человек,Неограниченный правитель,Самец жвачного парнокопытного млекопитающего
3,"Кто из детей Ноя был проклят за то, что посмеялся над пьяным отцом?",Хам,Иафет,Сим,Все трое
4,Как называется крайнее истощение организма?,кахексия,стрия,фруктозурия,гирсутизм
5,По фамилии какого офтальмолога получила название 12-строчная таблица для проверки остроты зрения?,Сивцев,Головин,Шехтер,Шубенков 
6,Чего боится аматофоб?,Пыли,Клоунов,Кошек,Времени
7,"Кто стал первым в истории баскетбола человеком, который выиграл Кубок европейских чемпионов и как игрок, и как тренер?",Арменак Алачачян,Владимир Гомельский,Станислав Ерёмин,Степан Спандарян
8,"Произведения какого жанра, в основном, входят в программу литературно-музыкальной радиопередачи ""Модель для сборки""?",Фантастика,Сказка,Комедия,Мюзикл
9,Кто из перечисленных учеников Хогвартса мог видеть фестралов уже на первом курсе своего обучения?,Полумна Лавгуд,Гарри Поттер,Рон Уизли,Драко Малфой
