,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется песня Виктора Цоя?,«Алюминиевые огурцы»,«Железные кабачки»,«Медные помидоры»,«Титановые баклажаны»
1,"На что, по одной из версий, намекала поговорка «Мели, Емеля, твоя неделя» в ее первоначальном значении?",Твоя очередь работать,Тебе пора уходить,Тебе можно отдохнуть,Тебе держать речь
2,"Как назывался род самодельного холодного оружия, использовавшегося французскими солдатами в годы Первой и Второй мировых войн?",Французский гвоздь,Французский дюбель,Французский болт,Французский шуруп
3,Кто был возлюбленной Диониса?,Ариадна,Гера,Психея,Талия
4,"Какой улицы (переулка, и проч.) нет в Москве?",Детсадовский проезд,Университетский проспект,Школьная улица,Институтский переулок
5,Какое из этих древних государств территориально не входило в плодородный полумесяц?,Анатолия,Египет,Шумер,Финикия
6,Бассейну какого океана принадлежит море Скоша?,Атлантический,Тихий,Индийский,Северный Ледовитый
7,"Какой футболист, бывший капитаном сборной Сенегала на ЧМ-2002, спустя 15 лет вывел её на ЧМ-2018 в роли тренера?",Алью Сиссе,Анри Камара,Фердинан Коли,Калилу Фадига
8,В каком виде спорта сборная Таджикистана завоевала первую в истории страны золотую медаль на Олимпийских играх в Рио-де-Жанейро?,Легкая атлетика,Дзюдо,Вольная борьба,Бокс
9,Какое из перечисленных утверждений о насекомом кошениль верно?,В течение жизни самки не двигаются с места,Самки красного цвета,Краситель из них не используют в пищевой промышленности,Не характерен половой диморфизм
