,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Представитель какой страны победил в конкурсе Евровидение-2019?,Нидерланды,Кипр,Португалия,Израиль
1,На какой башне Московского Кремля расположены куранты?,Спасская,Никольская,Троицкая,Боровицкая
2,Какой цветок является садовой родней астры?,Цинния,Бегония,Флокс,Герань
3,Какое насекомое производит на свет популярную у рыбаков наживку - мотыля?,Комар,Муха,Жук,Бабочка
4,Против кого отказался играть и защищать свое звание чемпиона мира Роберт Фишер?,Анатолий Карпов,Лев Полугаевский,Борис Спасский,Виктор Корчной
5,В каком фильме по произведениям Л. Н.Толстого одну из ролей сыграла Майя Плисецкая?,"""Анна Каренина""","""Война и мир""","""Крейцерова соната""","Воскресение"""
6,Какая деталь автомобиля получила своё название от одного из семи чудес Древнего мира?,Фара,Капот,Бампер,Рессора
7,Какая команда была чемпионом СССР по футболу в 1946 году?,ЦДКА,Динамо (Москва),Динамо (Киев),Спартак
8,Какой город Белоруссии занимает 1 место по плотности населения?,Солигорск,Витебск,Полоцк,Минск
9,Кто из перечисленных аргентинских учёных стал первым испаноговорящим лауреатом Нобелевской премии по химии?,Луис Федерико Лелуар,Бернардо Альберто Усай,Сезар Мильштейн,Мигель Лильо
