,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто учил дядю Фёдора правильно есть бутерброд с колбасой?,кот Матроскин,почтальон Печкин,галчонок Хватайка,пёс Шарик
1,Кто был первым чемпионом мира по шахматам?,Стейниц,Капабланка,Алехин,Ласкер
2,Какой танец на ковре из жёлтых листьев был воспет в известной песне Розенбаума?,Вальс Бостон,Менуэт,Венский вальс,Танго
3,Какая команда выиграла первый кубок КХЛ?,Ак Барс,Авангард,Металлург ( Магнитогорск),Динамо (Москва)
4,Какое значение имело слово «янки» у индейцев чероки применявших его к колонистам Новой Англии?,Трус,Бог,Воин,Глупец
5,Какой была последняя фраза Полиграфа Полиграфовича Шарикова перед исходом в первобытное состояние?,«Неприличными словами не выражаться!»,"«Похабная квартира, но до чего ж хорошо»",«Я еще водочки выпью»,"«Отлынь, гнида!»"
6,"Какое название имеет клубный стадион хоккейной команды НХЛ ""Могучие утки Анахайма""?",Пруд,Лужайка,Мак Дак,Утятник
7,На гербе какого заведения был начертан девиз «Для общей пользы»?,Царскосельский лицей,Московский университет,Смольный институт,Морозовская больница
8,Какой поэт робко признался: «Я Вас люблю... что делать — виноват! Я в тридцать лет так глупо сердцем молод...»?,Аполлон Григорьев,Иннокентий Анненский,Александр Блок,Николай Гумилёв
9,Отложением каких веществ в роговице является роговичная дуга?,липидов,гликозидов,каротиноидов,пептидов
